SleepTime,MoodScore,ActivityTime,Caffeine,PhoneTime,PM10,Temp,Humidity,profile_type,ConditionLabel
9.193965687163816,70.44729078779844,2.697763836429376,0,5.539340890166529,29,15.5,52.1,weekend_bonus_sleep,3
9.474112367072406,71.09217694949817,4.959450402153624,2,5.307626324063522,31,1.3,58.0,env_sensitive_season,3
7.452933504146941,58.9655768354954,2.515699536603514,0,2.6461995258670816,96,8.8,48.0,env_sensitive_season,1
9.480611376251732,70.94765123655866,5.930262929974953,2,4.446721952408637,28,14.9,61.6,env_sensitive_season,3
9.557720625822332,90.12651890677668,6.387777693115467,2,3.6644308320538697,25,9.1,49.8,weekday_baseline,5
7.856290657403031,60.87240839572046,1.714150957993163,0,5.929876406876214,26,15.7,71.1,caffeine_sensitive,1
9.290961923738864,67.84415823608173,4.606837587514872,3,4.041388693152135,13,15.0,64.6,weekend_bonus_sleep,3
7.904069360069243,62.14240101268417,1.9116464444797503,1,5.960342966852,28,21.1,61.5,owl_chronotype,1
7.887745316565513,68.43432702176459,4.918744596845869,0,3.873820112284426,26,17.5,62.4,weekday_baseline,3
8.544508128570136,76.0272546312067,3.971975648280718,4,3.930231817798245,40,16.6,55.9,env_sensitive_season,5
10.0,82.25368766497168,3.709651414157395,4,4.640825982740526,34,16.9,73.9,weekday_baseline,5
8.39252320720256,64.5717539456699,5.72935126428977,4,4.292989592550852,32,15.9,67.8,weekday_baseline,2
9.523041458791305,59.17830761294918,5.67141011173102,4,4.785900068653209,37,28.5,76.6,weekday_baseline,1
9.073069636678204,65.94514405824599,2.828409329768549,3,3.9085772841342914,16,7.4,58.4,owl_chronotype,2
8.28608706091683,61.83162919440405,1.7852804608233068,2,3.4156785241541865,29,17.0,65.1,weekday_baseline,1
9.05762694961642,58.58272299880439,2.717800065870051,4,4.037259563621142,16,28.6,79.9,weekday_baseline,1
9.202587658129088,77.57102792066844,2.41790746144853,4,4.210359225110623,9,21.5,90.1,weekday_baseline,5
8.666316074929213,76.4078926907648,6.931995603003445,2,2.2555485246534603,10,21.0,57.9,caffeine_sensitive,5
9.312680065656147,70.85852856717585,2.3658725838937675,0,7.12574375464148,31,1.3,58.0,owl_chronotype,3
9.25656891629514,73.94472907685105,7.560785596332679,1,3.0052141363350984,41,8.0,45.1,caffeine_sensitive,4
8.78235074628076,67.64575358834747,0.0203394952893498,2,3.4952989592609294,12,28.4,85.9,caffeine_sensitive,3
10.0,64.42129227886095,2.888395595699425,5,6.421591951180008,30,-0.6,84.0,deadline_high_stress,2
10.0,76.95279987522237,3.6547055481878257,3,6.055860553892464,9,20.1,70.9,owl_chronotype,5
9.688354056902998,69.24311944716983,2.989969384667148,4,5.87945872120966,16,5.3,52.0,env_sensitive_season,3
9.495505309672932,78.71720328879276,4.691044471404895,0,5.314386936276255,28,25.1,84.1,caffeine_sensitive,5
7.354143052035079,74.42301000811261,3.9865575533775326,0,1.663452517047063,41,20.9,48.0,weekday_baseline,4
9.06133988842044,78.83183237002268,3.815362647804006,3,4.5827506750583975,25,9.1,49.8,deadline_high_stress,5
10.0,88.94786202195627,3.298549388071217,2,3.710223412325812,13,22.2,47.4,deadline_high_stress,5
9.232047673451984,62.89555339521095,2.882536492109418,0,5.759815076098727,22,2.1,95.5,caffeine_sensitive,2
8.838248591419521,70.82378131702941,3.0308561238048606,1,2.784323220721017,16,24.7,79.1,owl_chronotype,3
9.50696000214553,70.15380547824019,2.8429516439987306,0,3.362011157935965,32,15.9,67.8,weekend_bonus_sleep,3
10.0,80.69583118653371,6.558595295338445,2,4.926799501328794,20,5.8,62.5,deadline_high_stress,5
9.360728864035533,64.76473118130983,5.247736238136827,1,3.2131313042476477,31,-1.5,62.3,caffeine_sensitive,2
9.07553342251737,73.46673142365178,2.5061274205812865,1,4.005231123807838,23,26.3,79.1,env_sensitive_season,4
9.634696105635648,69.00888159497428,5.478368841968951,1,4.481489632289275,13,25.0,89.8,env_sensitive_season,3
9.638323602696362,78.89009885361857,6.335010702513191,1,4.564331714863143,19,20.5,68.4,weekend_bonus_sleep,5
9.424984759506604,72.44407585790346,2.6369947879762066,3,5.343332683258272,44,18.3,63.6,env_sensitive_season,4
8.19189008217976,71.14699256627988,7.250904865884168,3,2.647857672704775,11,26.6,77.1,env_sensitive_season,3
10.0,77.93972737867311,3.383813505085285,3,4.939297803503076,16,1.3,48.6,deadline_high_stress,5
9.46908973972258,73.15979079543318,5.79744039171226,0,2.2560181054773496,16,3.4,53.1,weekday_baseline,4
9.408016220097252,72.02887577315809,4.129234057409282,2,5.477840728867417,38,19.0,70.4,caffeine_sensitive,4
9.816790517074391,59.94055283304292,5.504584877923694,4,5.191581756242412,18,1.2,54.1,owl_chronotype,1
10.0,76.54990610038678,2.1890842385644427,4,5.042819453506675,25,9.1,49.8,weekend_bonus_sleep,5
9.764777541419042,60.29850920736934,3.390238219837894,1,7.508926531938932,13,26.6,89.0,weekend_bonus_sleep,1
8.60979378407133,58.55670926500724,3.369682331161295,2,5.388425752999471,8,7.6,85.8,env_sensitive_season,1
9.034668708612658,69.62995658492673,3.4036285807828373,0,5.422681311057508,37,28.8,54.3,caffeine_sensitive,3
8.412104158993639,60.03545516250741,4.823533598408429,2,5.264073291885057,16,29.2,76.0,weekend_bonus_sleep,1
9.195690532263844,62.59467278898718,4.911093655841336,3,4.882800973740078,18,29.9,75.5,weekend_bonus_sleep,1
8.972256943605387,73.45255996314887,5.633570114806055,2,3.6034069592843383,23,10.1,57.6,weekday_baseline,4
8.41872752776339,63.99783102493332,2.703009307009326,0,3.1072528996972357,32,1.0,56.1,weekend_bonus_sleep,2
7.829515312936338,68.9485525661839,2.791679925777586,1,4.083140784119983,4,19.3,82.3,weekday_baseline,3
9.286746126815782,72.00031779043573,2.366843216307553,2,5.74628730164746,9,20.1,70.9,weekend_bonus_sleep,4
10.0,69.97576680058174,4.022161487069538,1,4.579205628577114,16,1.3,48.6,env_sensitive_season,3
9.605152668288424,73.90660517182523,6.637792022720355,0,5.362736850990189,34,2.7,63.1,owl_chronotype,4
9.362510212057426,73.5504775289026,5.11428704164294,4,5.057698074483437,30,17.9,55.6,owl_chronotype,4
8.141390738969822,66.76854978156895,6.00340494037476,1,4.358673232580316,48,15.4,37.5,caffeine_sensitive,2
8.912858327355861,64.60845770092737,0.0,5,3.888339063315239,10,17.4,68.1,deadline_high_stress,2
9.336050646634533,63.3146406234347,4.478760107673533,0,3.677735993772688,18,26.5,83.6,caffeine_sensitive,2
8.952842765622872,69.26805058769759,3.0217610463155937,1,4.0100314647175415,91,17.6,51.8,weekday_baseline,3
8.283333579952915,65.74854033334951,4.588946701861557,0,4.3827449728938985,37,26.4,72.3,owl_chronotype,2
8.184604101498978,71.2203245065828,3.502719757267636,0,2.490187251617723,28,30.0,75.5,env_sensitive_season,3
10.0,83.55126311424206,1.2411305745052132,5,6.845029466267468,52,-0.7,74.1,deadline_high_stress,5
8.349625106949375,70.45060072992514,3.0877372124388733,2,5.419202284605206,16,17.1,67.1,owl_chronotype,3
8.136088612048963,63.37549641408553,6.253128967859994,2,2.435122110134459,20,24.8,48.4,caffeine_sensitive,2
8.08186832857703,51.72833194284457,3.938159844451887,4,4.380981515319706,26,17.0,82.5,env_sensitive_season,1
10.0,66.60587007864795,0.8068446742192572,3,4.893962269995032,4,0.2,84.5,owl_chronotype,2
9.219718368711067,69.27520219745544,2.818009243075298,4,4.115023427762552,35,25.7,79.6,weekday_baseline,3
9.979742137937334,83.71511034256027,3.5128249918457115,5,4.539177112549495,37,28.8,54.3,deadline_high_stress,5
9.451831271418602,56.14333371573062,2.5577920192972994,3,6.10039562298762,23,-11.7,53.6,weekend_bonus_sleep,1
8.633523041164167,73.44412910983048,3.467002429240582,1,3.8741943767337457,23,21.5,63.1,owl_chronotype,4
10.0,64.63259719081658,5.222034214208032,2,3.713648562497604,4,3.4,69.5,caffeine_sensitive,2
10.0,78.18406682662172,4.487022314091031,2,4.804219889095462,6,26.8,74.0,caffeine_sensitive,5
9.37912456992876,70.44465263492854,5.400624521345019,0,6.351390183333085,31,29.0,71.5,weekend_bonus_sleep,3
10.0,69.54226419089613,4.174360110253243,3,5.143762005077565,21,22.1,84.5,owl_chronotype,3
8.662052244399408,64.74403407827756,2.278748703010687,4,3.400249042276449,10,2.8,80.8,weekend_bonus_sleep,2
8.810600300999232,62.231105887947,2.197796605168353,3,5.348646543745532,16,26.3,54.8,weekend_bonus_sleep,1
9.04668631326122,71.27434961722302,5.674781490268699,2,3.0210388484846544,43,17.4,75.5,env_sensitive_season,3
9.4914297970843,76.55620464698131,3.81878756113778,4,3.706627640350783,14,24.0,79.3,owl_chronotype,5
9.028152907898429,69.53191951927509,2.135038384437673,3,4.155869532235,25,2.1,49.3,owl_chronotype,3
8.88497724311722,74.98739162366317,4.32694709939243,4,2.9499283404489987,26,15.7,71.1,env_sensitive_season,4
9.284533712668765,59.62003909560909,2.859338532523401,4,6.0766888796568015,28,6.6,78.0,owl_chronotype,1
9.993189406322513,87.05093834934488,5.783997531894792,2,4.629480174842636,27,31.1,70.5,weekday_baseline,5
9.69564415175378,66.0579717129912,3.0085550571134,1,4.81278204051208,15,27.9,65.1,weekend_bonus_sleep,2
10.0,82.50452507660688,8.214009136586437,5,4.340565159688483,64,17.8,61.1,deadline_high_stress,5
10.0,76.19390238821248,6.349217386129191,4,4.538865328193559,26,19.7,77.0,weekday_baseline,5
9.977948849488165,73.25926607931818,4.511217915461566,3,5.24947406081907,15,12.7,75.3,deadline_high_stress,4
9.831881397752364,66.36556327168871,5.278732387115621,1,5.350778112474243,28,14.4,75.6,caffeine_sensitive,2
8.530714289262942,69.80743611601875,3.010949122304272,0,3.691608382927431,20,29.8,71.0,caffeine_sensitive,3
8.418732537028678,67.35160043877408,2.6779698478930287,2,4.317551117580864,12,23.2,59.3,deadline_high_stress,3
9.927981866507125,80.20981171883994,4.949951275664071,3,4.477037175235994,25,6.4,47.1,weekday_baseline,5
10.0,68.22299604798425,5.814828781329735,4,6.21473367288583,13,1.2,83.5,deadline_high_stress,3
9.958846283728972,71.397049590508,6.3601019676724295,2,4.662392802942844,8,22.3,82.3,caffeine_sensitive,4
7.181326250068763,64.16469613818718,4.477287236949923,2,2.24887566550798,41,20.8,47.1,weekday_baseline,2
9.36667742501424,88.27150248720707,5.019109123073728,2,2.7941211524221163,18,-1.3,42.8,weekday_baseline,5
9.20973993693172,57.13881380481919,0.106713954511981,5,6.134023365704678,18,23.6,75.1,deadline_high_stress,1
9.250255054184482,65.58390158426633,1.35301475331379,2,5.039270992437451,29,31.8,69.3,caffeine_sensitive,2
8.331047048311339,79.00394077483125,3.774892362304324,0,4.4504952174824775,20,17.6,57.5,env_sensitive_season,5
9.112185401268595,79.64034673209531,5.605766246060432,0,4.005317676663502,37,26.4,72.3,owl_chronotype,5
10.0,69.56492983579503,4.845499421764233,4,5.744939476260908,17,29.5,73.8,owl_chronotype,3
9.32361978493568,70.15409167490448,6.633190843039892,1,3.019110933679978,29,15.7,75.9,caffeine_sensitive,3
7.876755675071188,55.69982228255381,6.68181685931891,1,5.682373200354128,29,19.4,75.0,owl_chronotype,1
9.257264068702089,63.74010791521533,2.3229788103980216,1,5.828318968396656,16,28.5,69.5,owl_chronotype,2
9.77812101564622,67.31550185037018,6.369195407877809,4,5.023846809451326,19,-3.4,52.9,deadline_high_stress,2
9.315736882140888,65.55127065150107,3.8872941041043294,2,4.508694934217932,23,2.3,72.4,caffeine_sensitive,2
9.686159634557416,70.66218462434217,4.235003304902584,3,3.410459997606256,48,15.4,37.5,weekday_baseline,3
7.945702742994989,57.44360576564485,2.9133403325780907,2,5.446031322734499,40,26.8,74.8,deadline_high_stress,1
9.249163646207627,70.04739299374711,6.285181406777301,2,4.615373561071739,15,27.2,80.4,weekend_bonus_sleep,3
9.640289354251344,65.3851621264615,3.032507059233684,4,5.6082621376568405,52,-0.7,74.1,weekend_bonus_sleep,2
7.899468751636409,56.361489679408265,3.3615887371510214,1,5.356905944138022,18,23.5,88.5,owl_chronotype,1
9.151196053768956,70.95279307900609,3.988043028492248,2,4.712876748730574,10,5.8,86.4,weekday_baseline,3
9.18208332931358,72.56153342092121,2.708590214915478,3,4.42792032183096,18,7.1,28.6,weekday_baseline,4
7.4921046776390146,57.1989208637842,6.085167378460563,2,3.589367321104362,12,18.8,64.1,owl_chronotype,1
10.0,72.74393683289334,2.93935317956178,3,7.581114499430006,30,-3.4,47.1,weekend_bonus_sleep,4
9.39675687698409,72.95033879482006,6.905855541976312,1,4.346694505133002,20,5.8,62.5,deadline_high_stress,4
10.0,72.52751116798817,4.544568499053574,4,4.369656366848016,112,4.0,71.5,owl_chronotype,4
7.193040856661447,48.55111336035569,2.5701212491069523,1,2.9607742983303966,23,-11.7,53.6,env_sensitive_season,1
9.72226727967844,73.64103265315114,2.642377470214592,3,4.899060000153122,46,6.4,79.9,owl_chronotype,4
8.168844944403668,67.3492901294122,1.783224842758963,3,5.7033160956136975,24,18.5,46.0,weekend_bonus_sleep,3
9.34895927072238,61.17665423041418,2.8959729656456017,3,6.506602269155905,42,6.2,82.9,deadline_high_stress,1
9.87182036945812,77.81376680652919,5.025027724733757,1,5.969592557163513,18,-4.3,48.5,owl_chronotype,5
9.023571579425855,68.09209276591076,5.573102430727659,5,5.233424422592058,19,20.6,90.4,deadline_high_stress,3
9.370498324547851,76.16128778832467,6.928640984445999,3,2.1308001685799405,24,18.4,59.5,weekend_bonus_sleep,5
10.0,75.10792334316866,3.305188495235578,4,5.423467219385849,23,-5.3,47.8,owl_chronotype,4
10.0,73.63240018624305,4.256668042986625,4,3.888390130388487,31,18.1,58.9,deadline_high_stress,4
8.672269140200724,66.35954159047922,3.9698497782437383,0,4.56681147864338,21,-0.2,46.5,env_sensitive_season,2
8.19447974819244,76.04057073705555,3.212314010542597,0,2.994760140152974,59,13.0,66.0,weekday_baseline,5
9.200669953898396,77.67735412570562,6.611849929280607,4,3.517643737707494,26,24.2,72.3,env_sensitive_season,5
7.690392119596771,60.40517457141316,2.4622445522347096,0,5.50717305220246,26,26.0,59.5,weekend_bonus_sleep,1
10.0,59.86395330917969,3.767538589543185,5,5.272122882042649,38,3.1,65.5,deadline_high_stress,1
9.461749865934031,77.49030506549512,5.977411670571062,0,5.150064729227773,34,13.8,55.6,caffeine_sensitive,5
9.427400339018586,74.4470934632533,3.8145426935572337,1,5.507033317193225,32,2.0,50.8,weekday_baseline,4
10.0,74.76429297244222,4.643873012342584,1,4.381165819693695,30,4.2,54.0,weekend_bonus_sleep,4
9.707358167478544,63.68311461059668,4.217151453741618,4,3.5239359260303003,27,28.4,73.5,env_sensitive_season,2
8.716198959487164,80.48851465305783,8.397401855880377,0,3.78805053222324,12,18.8,64.1,caffeine_sensitive,5
9.613902535536395,86.22999394079376,5.781756001732993,1,2.2429660956091686,27,20.7,61.3,weekday_baseline,5
9.09490334082122,59.74072921027131,0.8261499345032806,0,5.251866263348257,25,17.8,87.4,weekday_baseline,1
9.391374324562284,61.62584934644482,2.904494609435884,2,5.099581489996074,25,6.4,47.1,env_sensitive_season,1
9.787813466905854,74.94230994255518,3.874142398716596,1,4.48034791534237,17,22.8,88.0,weekend_bonus_sleep,4
8.486288234315046,65.56728973699757,2.42478974152925,3,3.3965010469526438,12,23.2,59.3,deadline_high_stress,2
9.603644063605865,76.35054085180002,4.671779606156861,3,3.2759461312370552,16,23.3,65.6,deadline_high_stress,5
9.3703344340702,66.91733320996101,5.561778754039488,3,4.865883278466008,18,18.8,66.3,owl_chronotype,2
8.331721832947911,67.62769744795118,3.828545128391842,0,4.010389501185153,89,8.8,56.5,weekday_baseline,3
10.0,68.25885002587046,1.8129924029072475,5,5.700376624411732,23,-11.7,53.6,deadline_high_stress,3
9.789198045084891,72.64378895001647,4.788922999927576,1,6.382913989244109,29,-0.2,65.9,weekend_bonus_sleep,4
7.0608516528035015,58.24053053192071,4.433245585109325,1,3.806854205107375,11,21.6,66.4,caffeine_sensitive,1
8.83128171548922,63.08445714033368,2.8897539748821224,2,3.5680415991070245,35,20.7,53.5,weekend_bonus_sleep,2
10.0,66.31670623466275,3.634508859338296,2,6.145744739828087,36,-4.1,38.9,weekend_bonus_sleep,2
9.638677697909507,71.6918658842271,2.940806961423424,4,4.655120249832743,34,16.9,73.9,weekend_bonus_sleep,4
8.916612587509315,65.28271405262532,2.872598003541162,4,3.678869975374877,26,29.3,74.1,weekday_baseline,2
9.606514763680469,68.89584059055274,4.276083115934972,3,3.982603067033328,20,29.8,71.0,weekday_baseline,3
8.753380784034745,67.8160540025233,3.3168308390853145,1,3.359205090251609,36,25.6,79.5,weekday_baseline,3
8.436111215928953,69.64538240132119,2.857336571999299,4,5.0493718392548645,33,19.5,83.3,weekend_bonus_sleep,3
8.9705240440308,66.71464831228376,4.524159587068282,1,5.47716963471978,55,9.7,71.9,deadline_high_stress,2
9.816811528382328,65.51137031890069,1.6365088608896663,4,4.895831849631493,13,14.9,48.8,weekend_bonus_sleep,2
10.0,64.41684733946715,2.604247420707588,3,3.03220577410496,8,7.6,85.8,weekday_baseline,2
8.532596478965479,53.06452578323248,0.3538674168128879,3,2.9672054846577485,18,1.6,59.3,owl_chronotype,1
8.517410767900012,58.14019147304902,5.033552381457748,2,3.6445159916384977,43,0.5,45.8,caffeine_sensitive,1
10.0,76.11035887540173,6.006956950451345,2,3.150533440576048,9,25.4,91.5,env_sensitive_season,5
10.0,80.29894706817319,5.440962785244043,2,3.650268491906461,20,23.9,76.9,env_sensitive_season,5
9.681865197561503,68.99888968689304,3.917663373647073,2,4.013546294102437,30,6.2,58.4,caffeine_sensitive,3
8.610406483770186,70.33212069339709,3.2488676035182884,1,3.4912647392019096,25,14.8,62.0,deadline_high_stress,3
9.16020827279267,65.01242143795398,5.4618373553359865,3,4.758542015296889,9,28.4,61.0,owl_chronotype,2
9.833464625695006,80.76049838548629,6.121296229628168,5,2.964157308159107,13,22.7,87.5,deadline_high_stress,5
10.0,53.50272377783374,3.74669450994055,3,6.041822850002016,30,-3.0,48.3,deadline_high_stress,1
7.859993462636496,70.05078626884212,6.335463100411064,0,3.2364880904027453,26,17.0,82.5,caffeine_sensitive,3
10.0,69.46830344689606,4.09104865480212,4,4.411813523775164,38,0.8,56.3,weekday_baseline,3
8.429517141593719,55.65525110541664,0.9171339763847728,4,3.36801258559288,29,29.4,67.3,weekend_bonus_sleep,1
10.0,80.9857732983534,2.917331510161131,2,4.838293121312058,9,13.9,92.9,owl_chronotype,5
8.744945989097404,72.10335791935174,2.957731279485168,2,4.046693218193161,27,20.7,61.3,caffeine_sensitive,4
8.856075661411829,57.78847307528999,4.3940312091892695,1,4.914887934138623,31,18.1,58.9,caffeine_sensitive,1
7.87170696151159,62.86283619237702,2.2195810177800683,0,5.32311710521777,61,20.5,68.9,weekend_bonus_sleep,2
8.702875192529062,69.87313306439856,8.945632904942745,1,2.8283272348581745,23,20.3,79.5,caffeine_sensitive,3
8.630785076903232,60.85307245694258,0.0,2,5.090592112592049,27,30.8,67.8,deadline_high_stress,1
8.93818063191652,66.99812564081071,3.5354853084957227,2,4.544423164963181,20,28.8,79.8,owl_chronotype,2
9.15813054183369,82.81208970475831,3.610261966062998,3,4.7174384183047495,16,22.8,42.1,owl_chronotype,5
8.976166562448174,74.41341829510525,4.960363742318061,0,1.881367607968904,36,25.6,79.5,env_sensitive_season,4
9.341066982085351,68.28271903064908,4.710003802566423,1,4.34999994953083,23,10.4,68.4,weekend_bonus_sleep,3
8.865438394311191,78.55716238990036,3.5082233450109053,0,2.549695700718541,21,17.4,86.1,caffeine_sensitive,5
10.0,88.96974042239152,7.878810403354496,1,4.669894870734325,7,23.5,61.5,env_sensitive_season,5
9.180259874026955,67.21254458538485,3.0716785427717888,4,4.409917185541878,26,28.5,69.0,weekday_baseline,2
10.0,77.90155240001882,5.5577869617378575,2,5.234043472828124,4,19.9,95.8,weekday_baseline,5
8.903500078208841,64.72760271103463,2.662057975242664,0,4.689880908740069,40,26.8,74.8,weekday_baseline,2
8.389970145358237,61.65195049184484,3.0953612868314653,1,5.54668079486007,34,2.7,63.1,weekday_baseline,1
10.0,84.54719986211795,5.077343767871077,4,6.772154581403461,13,22.2,47.4,weekend_bonus_sleep,5
9.777898917896032,58.9467465928806,3.620428665000739,3,7.021597904724947,54,4.8,63.6,owl_chronotype,1
10.0,79.87241869962025,7.288781255957089,4,4.373004802489816,21,22.1,84.5,env_sensitive_season,5
9.36760065196354,79.52427538783209,4.657679682141002,2,4.37280084817933,20,24.8,48.4,weekday_baseline,5
10.0,70.03234641081727,3.585732382893648,3,6.002310522717881,8,7.6,85.8,weekend_bonus_sleep,3
9.07248892102265,61.30969609704608,3.3430089982858524,0,4.160029928519809,25,2.1,49.3,weekend_bonus_sleep,1
8.513191268445727,58.10065076691856,1.787129668145483,4,3.609630914842141,23,-11.7,53.6,weekend_bonus_sleep,1
9.49671851517038,69.46891734281748,3.3688368104965924,4,4.878110297724464,9,13.9,92.9,weekend_bonus_sleep,3
8.563762478561667,65.61211448580968,3.46413655208105,2,5.360808799489492,38,27.6,78.8,deadline_high_stress,2
10.0,70.31128875606771,4.151442620549773,2,6.084658303260117,15,2.8,30.9,env_sensitive_season,3
10.0,70.15110798055497,3.596893552846611,4,3.1109567140748178,21,0.6,58.9,weekend_bonus_sleep,3
8.757876288180785,69.9121046248705,2.5265086572620485,0,5.224143539489133,25,28.3,71.8,weekday_baseline,3
9.241976844134754,69.69605082975644,4.674581874105794,4,1.5831763889252572,44,22.7,78.3,weekday_baseline,3
9.785445325724467,70.82249642225311,2.606110667871387,1,3.4299404559580955,64,14.9,77.3,env_sensitive_season,3
9.060423147112717,57.918455076468575,0.949120283048524,4,5.86636866926352,12,24.7,84.8,weekend_bonus_sleep,1
8.409836060550147,66.94069009154325,3.167114051305639,1,5.40241568939974,37,23.6,53.9,deadline_high_stress,2
7.60769226087772,51.839758069647495,2.2558976088537985,1,3.2794813823981306,18,-4.3,48.5,weekend_bonus_sleep,1
8.75679384223768,71.53825177553719,5.967590693046932,0,2.7067493106824565,28,14.9,61.6,weekday_baseline,4
10.0,63.00250238988072,4.705923054502408,2,5.934476707886176,9,1.7,75.8,caffeine_sensitive,2
8.512756280406151,70.08498091530456,3.3946605359984607,0,2.70526274010888,41,8.0,45.1,weekday_baseline,3
10.0,62.92139886313518,0.0,4,5.7451826572894005,9,21.5,90.1,weekend_bonus_sleep,2
10.0,85.35321343611805,8.303017810048301,0,5.412923645459691,40,5.9,68.3,weekday_baseline,5
10.0,79.06805108681226,6.941761661032136,0,4.478212735643692,22,2.0,54.0,caffeine_sensitive,5
9.953952017217713,74.20578814781824,1.9198651683982464,2,5.6467465180943694,56,1.4,74.3,deadline_high_stress,4
8.819289738749411,79.6895241970914,7.206781515113031,3,4.135462280059282,33,17.5,69.6,owl_chronotype,5
10.0,65.5126739646687,2.010636860977433,3,6.532210542651269,30,-3.4,47.1,deadline_high_stress,2
9.056486790641154,65.06244123260805,0.1896914317804272,4,3.357819977824074,13,22.2,47.4,env_sensitive_season,2
9.858285526480412,75.88983005049214,6.971992613540481,2,5.723725669480649,23,-5.3,47.8,env_sensitive_season,5
8.094159412245771,62.54512129206711,3.4774399847275217,0,5.552784898009135,31,15.7,67.0,owl_chronotype,1
9.922759060181509,63.85379536751975,1.986421475155104,3,4.919208538801472,12,6.8,74.1,owl_chronotype,2
10.0,66.62053269658955,4.5541262013345865,3,5.3518380265086885,24,-3.7,63.1,owl_chronotype,2
10.0,71.12812525119126,2.225440949860471,0,6.130548839667387,19,27.6,80.3,owl_chronotype,3
