date,SleepTime,MoodScore,ActivityTime,Caffeine,PhoneTime,PM10,Temp,Humidity
20230925,9.95451048034643,70.1087181562805,4.187890887953677,3,3.7796883053003936,11,21.6,66.4
20230926,9.55109939579566,70.22685247801545,4.035907418288178,4,4.709506302798227,4,19.9,95.8
20230927,9.657694369952544,63.520301480297256,4.834606402544642,1,5.455745420112238,9,21.5,90.1
20230928,7.831023051749463,61.121707323044426,2.6608776375119696,0,3.267986902355309,44,22.7,78.3
20230929,8.409552486740447,67.85834407328004,4.821774704189363,2,2.6553958294297995,28,21.1,61.5
20230930,9.523263560022013,72.3297004059423,6.827557215662498,3,4.58793924200064,26,19.7,77.0
20231001,8.470285333759474,70.06388768358,5.048874552635266,2,4.229411047983759,24,18.4,59.5
20231002,9.050170974668104,76.6004711234078,7.820130242836866,0,6.463730945704966,17,18.2,53.8
20231003,9.67804719278918,72.89943261654292,5.244014438906031,2,3.418055839507325,19,17.5,66.3
20231004,7.884652901310153,62.499936329059054,4.426769608668979,2,1.90308290502868,20,17.3,75.5
20231005,8.427047136245834,58.18660622631506,4.607705910680693,3,5.117039932804817,30,14.2,46.1
20231006,9.448969176999798,91.58989691113484,3.00353294702853,1,2.705865520681206,22,15.5,55.3
20231007,9.862402150724613,73.54605362436074,5.298751026267122,1,3.629941327402124,18,16.8,62.6
20231008,8.71419396233387,72.43006522698197,5.45779627064844,0,4.767601134860264,9,17.1,67.1
20231009,8.71190561089739,68.7637573993103,4.331769396325968,0,3.755434751753097,10,17.4,68.1
20231010,9.17919247153194,75.26820341446127,4.9889803803705455,0,5.0204810529390285,16,17.1,67.1
20231011,8.834481193693291,85.3522233407441,5.2871759002181244,2,3.253813901224487,20,17.6,57.5
20231012,8.713357250010311,73.38813450396793,3.51232870824248,4,4.399270357553214,26,17.5,62.4
20231013,9.469325786879915,72.34673404563473,1.8797266700768591,2,4.543292004003156,33,17.5,69.6
20231014,8.754148253798329,69.94462710306847,5.007667770724539,0,3.659898997546765,26,14.7,84.9
20231015,10.0,60.00977479199873,4.882863707311901,4,3.8370116714347535,23,16.1,80.0
20231016,8.612776443869233,60.92731802363292,5.136905235992136,0,4.245860539378226,43,14.7,57.0
20231017,9.587344543349335,69.35462915043307,2.236922814686072,1,5.774469364122671,34,13.8,55.6
20231018,9.55916334101295,77.93495106516193,4.133901449304864,2,3.0118764292366373,31,15.7,67.0
20231019,10.0,80.72643336864836,5.32900893004143,1,5.276235693974407,26,17.0,82.5
20231020,8.552309991786505,75.96132735774566,4.868769738536213,2,3.693591899936103,19,11.6,46.9
20231021,10.0,79.42040179301456,4.413001764092744,4,4.807915577536861,16,10.4,54.8
20231022,8.79361207890616,59.67572856283743,2.1456254635107683,1,4.8020627930938815,22,12.5,67.3
20231023,9.357040856848188,66.67997854880939,5.667524341190422,3,5.593252238273434,26,15.2,73.8
20231024,9.268371199153377,76.21246910982701,3.536456881239737,4,2.8952147905594585,31,15.6,78.5
20231025,8.479969957041543,73.02940603868856,5.098087829000308,1,1.819829641360386,34,16.6,78.6
20231026,8.897054417687148,59.93118178788689,3.6367993721870073,2,2.070709841201036,43,17.2,79.4
20231027,8.98792143459659,77.85419686595479,6.021754621103554,2,4.434580417697372,26,15.7,71.1
20231028,9.007229256366534,68.38391087401898,5.030948906937404,0,4.308152037241576,35,14.2,62.9
20231029,9.524230008646668,70.39904886006812,5.310694499003888,1,3.889666014717005,28,14.9,61.6
20231030,8.711907719102761,68.32564158108957,3.4174243759058567,1,5.595723114054206,39,15.1,72.0
20231031,9.71426732307144,83.68143861653635,6.70415534979559,1,4.149171331483534,47,16.5,76.0
20231101,8.510085471187512,74.91288044509659,4.245682980815567,2,6.468499753945094,49,19.0,81.8
20231102,8.00538970429003,63.03395651139419,6.779196637782802,0,4.160748010738265,39,20.8,70.9
20231103,9.496279542364698,75.92515166445766,5.330982818862758,3,3.303812310586121,33,19.5,83.3
20231104,8.292056210577664,70.50784949354563,4.691530589117388,2,1.8062446813731348,43,17.4,75.5
20231105,9.044358332277636,78.28889787755693,5.872388654849736,0,4.213300857459985,12,17.3,87.0
20231106,9.27142987679715,72.19684797698564,4.9083881878126165,0,3.9455514396393534,19,13.3,84.9
20231107,9.372485902738354,61.68121054052605,4.420217613815823,1,3.847533142851956,20,5.8,62.5
20231108,8.091917638134,64.52376078372995,0.9295713873520408,3,2.587128859269716,24,8.4,55.1
20231109,10.0,76.46087184072275,6.338762310775564,4,4.320978629111215,28,11.4,73.1
20231110,9.728918746630226,71.55232055839518,6.804780879412036,4,3.990680764249074,16,3.4,53.1
20231111,8.02412816232624,70.59448524305972,3.2159979787884634,0,2.609853771625138,18,1.7,47.9
20231112,7.881108435480809,70.35004847096654,5.229786093978177,0,2.7368087688131144,18,1.2,53.8
20231113,8.8404916763616,67.54776057642148,6.081415059065529,4,2.292182276107707,22,2.0,54.0
20231114,9.329461034055525,73.29871876188257,5.243094948865976,4,3.498940528309158,26,5.0,66.1
20231115,8.96563217161332,71.75292070658385,3.946607011109769,4,5.524609773533946,43,7.0,71.4
20231116,9.183365445216053,73.58483713352055,5.022471786188359,0,5.387337720500251,47,6.6,85.0
20231117,9.968465806017567,80.36213268204256,4.6897719609747535,3,6.213970813243908,18,1.6,59.3
20231118,9.443393622340649,67.31986095299885,4.516351088792328,2,4.486885056203455,21,0.6,58.9
20231119,8.22483592460012,61.467393955602816,2.719318953229563,2,2.1213097367983598,40,5.9,68.3
20231120,9.288841894195471,67.71033869577431,3.05768021133818,1,5.228372571919471,30,6.2,58.4
20231121,9.095187359327982,78.69492334930786,5.585488036396197,2,4.309474250026927,33,7.4,59.6
20231122,9.904105199052188,89.07928463988581,8.705923446653753,3,4.166622675081933,41,9.5,68.1
20231123,9.28926513352943,65.12063477372547,4.352108848624593,2,4.8264075276074765,93,9.9,71.1
20231124,10.0,78.54735092817705,5.649229834202486,4,3.281028045933432,16,-1.5,51.8
20231125,9.587364530751016,62.98664149257119,4.109135255888047,1,4.57155586349885,18,-1.3,42.8
20231126,8.991788920270976,74.97743362371482,2.2597598507458008,1,2.087702261588539,24,4.0,43.6
20231127,7.703512956683405,71.40147664377233,0.0,0,2.752732669412313,42,6.2,82.9
20231128,8.373254400198933,64.54521737382794,5.278159660274757,3,3.6132026538910966,31,1.3,58.0
20231129,9.679406506795855,78.81921303271055,5.811468659490322,3,4.076956256349996,17,-1.4,59.0
20231130,9.25942230003981,68.53808478945521,7.165311260960694,3,5.050605692600703,18,-4.3,48.5
20231201,8.753015984994983,82.25753277379125,6.770754099862445,0,3.988944115260177,22,-3.2,55.3
20231202,9.666389205548615,69.3486002096176,7.017456313291337,4,4.447102840427102,35,2.0,60.8
20231203,9.611106674814572,64.76043454726303,2.005273343250843,3,4.643943663651406,38,0.8,56.3
20231204,7.830458351815693,54.813933568264176,3.242309612326106,4,1.8050878131053076,43,2.7,59.5
20231205,8.982747780124532,70.71557286712493,4.167160742175953,2,3.962721492556024,43,6.8,55.4
20231206,9.984238490282182,77.42640884278057,5.458887313901762,3,4.987952231871061,67,6.1,76.1
20231207,9.363522496079227,66.15943446837878,4.3355687725774485,1,6.255137745721896,62,6.6,64.0
20231208,8.918996878636293,67.86062101958329,3.035962650748128,3,2.989097530864847,80,11.2,73.4
20231209,10.0,74.31280298369643,5.8919588006057975,4,3.4731339240312025,72,13.7,82.9
20231210,8.702722315529655,66.04326209558307,4.790968915340271,3,4.756258980539796,78,11.4,67.9
20231211,8.44454090999797,74.03922494082836,4.898025043403432,4,3.2248847216214283,4,8.9,82.9
20231212,7.532543215751074,56.4582952230808,5.160602155798844,1,3.884222493491973,7,5.4,75.6
20231213,10.0,71.59946315920938,5.732460090457424,2,3.056326403974444,12,6.8,74.1
20231214,8.944137787921855,73.74679167389681,7.130568682099469,3,4.39322209270987,8,7.6,85.8
20231215,8.34306322091106,59.80036938551339,2.42683610917204,2,2.5670033797204352,6,4.9,95.4
20231216,9.48440387789354,62.73972143746831,1.6161071377340797,3,4.476822573291649,19,-4.1,68.9
20231217,9.632034226372667,74.50590177638726,3.4862120146251403,4,3.568575289492106,13,-9.8,48.9
20231218,7.868490427794758,68.75479696426964,5.41090157147392,0,2.4743655085442176,13,-7.7,45.1
20231219,8.079229452627935,67.45051088152822,3.1815489322175323,0,4.668636404255601,24,-3.7,63.1
20231220,9.312654818494392,72.45336817280128,6.680281642534123,3,3.699306811326767,41,-7.4,64.1
20231221,8.518718016226693,66.35712510555905,5.168853150980718,0,3.648306000638721,20,-11.7,57.4
20231222,9.532903127230067,81.84703042961071,0.580283116031314,2,3.206828631072768,21,-11.6,51.8
20231223,8.720981298389892,65.25875554522217,3.9552681689307727,3,2.3015279347043887,32,-6.8,53.4
20231224,8.447413063960566,70.71607765058545,5.2303084499946335,1,4.866683822846961,37,-2.2,73.4
20231225,8.859567515006885,71.39093103628949,3.8120945931831662,0,4.490508450442838,43,-0.7,80.8
20231226,9.123017076210106,61.02218817885501,1.62975782007825,4,3.010152001073575,51,1.9,72.9
20231227,9.26695271607781,74.2806304325472,6.9864770415887065,4,4.171541775157063,83,1.5,76.6
20231228,9.826569256928757,71.9816610339353,4.682649868079777,2,3.4118998844066803,54,1.2,69.5
20231229,8.54713015859539,64.89997683469491,2.9753217322091814,0,4.2470782264207925,45,1.3,71.0
20231230,9.060085666326769,52.242871549122256,5.0972224788468,4,2.7236092270745544,39,0.6,92.0
20231231,8.268226080402192,67.65836310266738,3.24769015409758,1,4.560457857229477,22,2.1,95.5
20240101,10.0,73.39269435989834,5.137691630515853,2,6.61029038463931,22,3.3,83.4
20240102,8.944581652281403,70.2097679971704,6.443964856887799,0,4.872121326701364,42,2.9,72.6
20240103,9.459188377245788,71.22179454205913,6.785853947658259,2,5.0800378466322,42,1.8,80.4
20240104,7.689290216895385,59.30639744131578,5.895447844514755,0,4.056508900394354,56,1.4,74.3
20240105,8.021705377603096,59.48735597625961,2.812458146506363,2,1.9962202616166955,89,5.0,77.1
20240106,8.569707825142993,72.84907858930207,2.870122625840975,0,3.9393996861894407,25,0.7,63.9
20240107,8.773873140014139,74.54745842268244,5.385535513948087,1,3.2959393727910884,24,-4.4,57.4
20240108,9.393008301993673,66.29609304484825,2.833638705482925,3,4.909852697731206,23,-4.7,57.8
20240109,8.44901218432796,62.9849073193319,5.481224453924243,0,2.7293012541434845,30,-0.6,84.0
20240110,8.361482848483028,50.7868797969656,0.6067362671662941,2,5.523285401540205,70,-1.0,85.9
20240111,8.675393361414676,61.07366453104221,5.54711580066634,1,4.627060410176595,68,1.7,80.6
20240112,9.083393786193724,72.749432983536,5.300202422447482,1,4.320498081123543,59,0.9,61.6
20240113,8.674373803070408,55.58486993532284,5.901570430220482,3,4.889481645797462,24,0.4,44.3
20240114,7.918867599578457,61.17616495009645,2.783604231330552,0,5.454444243220423,34,-0.6,74.5
20240115,9.321430140936704,67.42026524891428,5.364465987918275,1,5.966882624389552,22,-3.7,51.3
20240116,10.0,82.0741315354045,2.908422675908161,4,3.8747102360553303,31,-2.1,49.8
20240117,9.397313365866474,76.72648070991977,5.772268828099157,1,3.355759274812064,36,0.6,78.5
20240118,9.719142009788897,77.6429656942645,5.655521417995524,1,4.858172230934408,27,4.5,81.5
20240119,8.116756603459876,74.98171767059281,3.7223893334301175,1,4.193783903339583,13,5.4,65.4
20240120,10.0,77.20775578995269,5.000867081832921,1,5.485200108404794,4,3.4,69.5
20240121,9.206890732628588,63.57781685483129,5.161356638699993,3,3.0855921883365376,9,1.7,75.8
20240122,9.75976369942808,78.54025509875017,7.235948929183316,0,4.232389586101678,34,-8.7,65.6
20240123,8.23682042867942,64.31178929767957,4.098601312275076,0,4.305601427745836,23,-11.7,53.6
20240124,9.598888545816608,61.81082186657558,5.295468591224006,4,2.967673510718493,23,-8.0,52.0
20240125,9.871232770801411,79.02211098964491,6.227021670182065,0,5.1698904355415625,23,-5.3,47.8
20240126,8.8935776951307,79.39216361407239,5.01793209683614,0,3.143049773253485,33,-1.7,62.5
20240127,9.03439236377472,65.46999452878492,2.395498481353565,3,4.158789033444063,50,-0.5,70.0
20240128,8.82725881220289,65.10964166602915,4.882147029026105,2,3.6400808318629303,31,-1.5,62.3
20240129,9.013875862013254,64.38400508674914,4.813795556555139,0,3.859424592518975,44,-0.4,66.6
20240130,8.506052955532164,48.72443416015901,2.5806430918900203,4,5.685800690104559,59,1.4,59.3
20240131,9.564382505265916,58.42154809444243,4.323765542947893,0,4.2213629487302295,57,4.7,54.1
20240201,9.623020098246757,61.4299307526214,2.5805840335467845,4,5.853411595904753,86,2.4,64.9
20240202,10.0,75.75507608131696,6.777214312634873,3,3.879147707985227,38,3.1,65.5
20240203,9.602793370544394,77.29459946327715,7.345469891957297,3,4.20392507759617,33,4.7,63.9
20240204,9.999575500406316,80.66589237771647,5.986320607699613,4,7.279442729009174,23,7.3,60.9
20240205,9.069655816243118,74.99810490271328,5.970809015952749,1,3.696612344998493,6,2.7,81.8
20240206,8.590246322741153,69.22105390770047,5.149241903486557,4,4.56114595253446,13,1.2,83.5
20240207,8.588457424726245,64.42417476284069,4.331356259061676,0,2.8178494650521344,33,0.6,76.6
20240208,8.314365422073209,65.08326720640301,3.800305543969865,1,2.896692400024326,39,0.6,66.9
20240211,9.03767113506364,59.798577186373606,5.521224045214954,1,3.302209641348465,67,1.0,70.6
20240212,8.800528177386711,68.53515303840346,4.0790740528268215,0,4.2415832980426975,67,3.5,62.8
20240213,8.233179991437243,56.22299953729642,2.6712391922638243,0,5.188443982862766,69,8.2,70.6
20240214,8.304029059873669,51.20677709799483,3.823107566043643,4,5.434346844864958,53,12.9,76.4
20240215,8.706744075600009,66.33021176897148,3.794468068948391,0,3.6839592144600224,22,4.5,89.9
20240216,9.363585234579713,59.58478525020553,3.124554952787082,3,3.5205717439602697,23,2.3,72.4
20240217,10.0,68.54771046353052,4.219546859314419,4,4.3381893091794765,42,4.4,73.5
20240218,9.015498592505542,59.323947947960335,2.4056892300535937,2,4.015436117167133,39,6.2,81.4
20240219,8.667475047147853,76.370373290532,5.398607060088571,0,4.589292725416795,12,9.1,95.8
20240220,10.0,65.60553273026926,5.284583335787621,0,5.686284249054118,29,4.3,86.3
20240221,9.063529476755775,66.95673517498169,4.652043526856049,4,3.3639690244347955,3,1.9,92.5
20240222,8.758913460534806,71.06345079612358,5.1395933223678645,0,4.048259711688804,4,0.2,84.5
20240223,10.0,80.39755261429522,6.429774901375558,2,4.5960977903731,8,1.8,68.8
20240224,9.080543155038376,78.03316696615988,4.413193679723725,0,3.0060983167434587,13,2.0,68.6
20240225,10.0,77.75579144406383,5.297216114730407,2,5.076802455295715,10,2.8,80.8
20240226,9.35767095807646,40.87491649665077,0.0,4,4.509820458945196,30,3.8,65.3
20240227,8.59354709446607,65.4098351684885,5.432340395727873,2,4.517133836060185,16,5.3,52.0
20240228,9.385597811348298,80.74680103247788,8.178953824919041,2,3.6437448083679103,31,6.4,59.5
20240229,8.848891313843405,66.30576833678076,2.8695657155553898,1,4.352374248464882,54,4.8,63.6
20240301,9.41196914801934,71.07192950293587,3.2949805588276124,1,3.9581776012803673,36,-4.1,38.9
20240302,9.96258981216564,67.511397209368,4.849059478685434,4,4.100166669988969,33,-0.5,60.4
20240303,8.309380972287734,66.41772935499407,3.7001093590218392,0,5.416800531763004,112,4.0,71.5
20240304,9.465740936204543,75.2132438630399,4.906677778473688,3,2.6376791157577597,69,5.4,45.5
20240305,8.997067619465234,67.70055049481189,5.1755597320943325,4,2.679014514628915,41,8.0,45.1
20240306,10.0,81.88845843947071,7.529417805608945,0,5.552533936075534,12,6.2,58.8
20240307,9.287912052127623,77.39878096540976,4.749649034917435,1,4.922211418953607,28,3.9,62.4
20240308,9.312976812072948,71.10351032297858,3.8814885787630464,2,3.4349966763460023,41,2.1,50.6
20240309,9.901931927211503,75.51198964725833,3.975296190208108,3,4.810045217526763,32,2.0,50.8
20240310,8.073462334723608,58.459772940963205,3.792834407473718,0,5.567083993198417,30,4.2,54.0
20240311,8.757444450469599,72.55429402057864,4.124440253677912,1,4.202092468616019,34,6.2,62.3
20240312,9.905049484622948,61.944477938414096,5.167239847764204,3,4.50683641781365,28,6.6,78.0
20240313,8.816592215150088,75.4500696422405,4.612174417066248,3,1.9762071081587065,44,6.5,57.6
20240314,9.809564034414295,68.00131610876917,3.73314258842984,4,4.375798798440464,59,8.5,58.3
20240315,10.0,75.4985852842236,3.618793733947879,4,5.177154006936003,50,8.9,68.5
20240316,9.92393730835563,70.52982787282883,5.721038541484208,4,5.091228217105561,51,10.9,54.5
20240317,8.388295917813839,71.32568075937102,5.411223553848625,1,3.627879493031786,96,8.8,48.0
20240318,10.0,69.99310732277117,4.812448552080721,1,3.8863216997513055,18,7.1,28.6
20240319,9.555510380424812,75.43012670892104,5.183066751826779,3,4.3296890675862905,49,6.7,60.8
20240320,9.93161951381577,71.19452169983407,3.870561711246403,1,5.573317747852691,39,4.4,46.5
20240321,9.799982570379164,76.86215750940013,5.358352201791599,2,3.023786048321327,33,5.0,46.5
20240322,7.5023986151463635,58.28000947940346,4.249527238416727,0,2.9922666496517376,41,10.4,57.0
20240323,9.775781132117396,88.06380022181624,9.046207690232084,3,5.477836947929493,59,13.0,66.0
20240324,8.731898875921397,74.77040005634214,5.4724230071483095,0,3.8245348457444512,29,16.2,42.5
20240325,8.505815651469918,65.88978928222153,2.2097431320656686,0,2.658255575320349,16,10.6,63.0
20240326,9.566844006979093,70.80681481360867,5.8728387132306406,3,4.127747939870645,5,7.4,77.3
20240327,9.662561836353504,84.3812983326887,7.152210492718562,2,4.0325106200903615,23,10.4,68.4
20240328,10.0,77.78595588103634,5.536165862489527,4,5.287213573117051,24,10.3,81.8
20240329,8.572961198990633,70.52702395925026,2.223206309242373,1,4.986716226423698,239,7.6,73.0
20240330,8.66747908680818,65.30505414057347,4.070100643596782,1,5.683574563688703,89,8.8,56.5
20240331,8.909201689452102,76.43543143444344,6.4778766247503885,1,4.147798429348277,38,10.6,39.9
20240401,8.41900725989461,67.79730208763898,4.649461539036684,0,4.53472699105208,38,12.2,32.0
20240402,8.88806418205051,75.64641976891835,7.512618381504307,0,3.787066955562093,48,15.4,37.5
20240403,8.035906933516117,76.0713800913309,4.281966054882772,0,3.1434858208101737,40,16.6,55.9
20240404,9.758140462928438,73.5983808383754,4.847249298867054,4,5.289626741809079,29,15.5,52.1
20240405,7.717884666170833,55.03898845788687,0.9855383792040096,1,5.761262569445091,39,14.0,51.3
20240406,9.332747023840936,78.50447107052875,5.377338527497136,3,4.7937852162414725,66,12.7,48.6
20240407,9.670255358345472,72.67970415881585,6.173568200639618,3,4.277404963543027,54,14.8,33.4
20240408,10.0,60.97241200632284,4.711726143696978,4,4.142947211466838,51,16.2,46.5
20240409,8.574184690459989,59.73395381923316,4.107629613426807,2,2.861852253996113,37,15.3,32.4
20240410,10.0,82.78374105946337,8.566262081334363,0,3.231651494266081,40,13.8,62.6
20240411,8.426594080347682,57.59347648224922,1.5873097439359798,2,2.9385412787345806,47,15.5,61.0
20240412,8.300509345939494,70.3440577504567,3.4463132605796005,0,2.467416235855712,48,17.2,59.6
20240413,8.542829699117148,75.27057768661831,6.129843817753795,3,2.6696336962134457,37,19.1,52.4
20240414,8.832529280058358,75.51475387117269,4.289979156770519,2,2.586896113641716,41,20.8,47.1
20240415,9.137129928830598,79.98466423867153,6.2733023151193255,0,5.602750825368387,20,16.0,77.4
20240416,9.33238204952347,73.40695542504274,2.484836324402086,4,6.200775693808561,71,13.3,82.6
20240417,8.857906948102116,68.6865108734677,3.746863235474536,1,2.857639791033912,139,15.0,65.3
20240418,7.957791327924591,78.75392254712139,3.4764926496502886,0,3.432801976106993,116,17.3,53.3
20240419,9.508334561606224,65.93335306579313,3.854413525175513,4,4.977209075072105,91,17.6,51.8
20240420,7.018120466404667,47.74552260027242,1.6111597709192873,1,2.8154709960417987,64,14.9,77.3
20240421,9.119331006962936,82.87172540797484,6.8241984873025965,0,3.948126658224671,13,17.2,65.5
20240422,9.269301742027276,77.27079344007335,5.969214658905419,4,4.481333446683498,29,18.8,49.4
20240423,7.612325543542255,64.56877011728456,2.9966169415278925,0,3.416010232340729,19,17.3,55.0
20240424,9.623733059159854,76.96382573688507,4.688025926462054,4,3.2910826652698484,10,13.2,80.1
20240425,10.0,71.32460454086996,3.018948023627825,1,5.380169379367407,28,14.4,75.6
20240426,7.631759352100333,62.463506480853816,3.965960653356771,0,4.1676668989407535,64,17.8,61.1
20240427,9.081821601187206,77.02999213071627,7.130316935299999,2,5.004540288741011,45,18.2,56.4
20240428,8.784763869317864,85.01655618871374,6.023349004804085,1,3.3441892869676177,35,20.7,53.5
20240429,9.75619246675967,74.22429214771536,4.948506944832872,2,4.9652199451941526,41,20.9,48.0
20240430,8.983580446766538,74.78846219710384,3.3036043784408085,0,3.97146451094581,58,18.6,62.5
20240501,9.554374989299784,80.36539598275007,7.154058861087414,3,5.468879910630181,24,18.5,46.0
20240502,10.0,78.32337276387543,3.821251943961708,3,3.9986744660730418,34,18.1,48.4
20240503,7.736987376876133,63.73229829880152,1.2967140282045433,2,5.177859624754616,45,19.7,46.9
20240504,8.495467055488335,80.00747343932521,2.637969329190164,0,4.242283824660888,55,21.4,44.8
20240505,8.50720412312325,55.7282655399342,3.913188322106921,0,4.277166882522955,25,17.8,87.4
20240506,8.691489208546994,57.26155441457499,2.0721796280288647,2,4.970946667280375,9,13.9,92.9
20240507,9.1443088522339,71.07561949825164,1.2894381975369391,2,4.1538963104071005,21,13.3,77.3
20240508,8.999915701099695,54.51020920267088,3.1437652799370075,2,1.5288634247827932,20,14.7,58.8
20240509,8.512318949407085,73.70002346160786,5.982088480020523,2,2.864178423544913,30,16.1,63.6
20240510,9.688024438658486,65.94118403839511,4.432568887604192,2,5.830405041742193,30,17.9,55.6
20240511,8.621085905388561,59.69949516957694,3.770555482221914,1,3.305281436118789,18,17.0,80.0
20240512,8.675339963500758,66.66397085448702,5.052352333524043,3,5.100539700182309,68,16.6,65.0
20240513,8.52835992234192,72.02149347179106,3.068638693929953,0,2.091399781203456,28,18.3,51.9
20240514,9.567298349764693,94.79159175184388,5.573933085518511,0,5.800095895696442,27,18.8,43.3
20240515,9.620077626946856,70.86177953727972,5.315205882713912,4,3.2975319199667057,21,12.6,74.3
20240516,9.42838284467308,78.45103055100965,5.253052557096327,3,6.325762018509685,15,13.7,61.3
20240517,8.710923107059196,71.1727884658372,5.571615129252963,4,3.809535726330349,44,18.3,63.6
20240518,9.145320712171134,67.55673730673166,4.156780877700564,4,4.459201467194024,26,20.7,65.3
20240519,8.397348632586825,74.54552245784413,6.244361993667258,4,3.599582516883367,23,21.5,63.1
20240520,9.606928950324226,80.60405098202716,2.879591228065084,1,4.430730278186199,29,19.4,75.0
20240521,8.73241330086624,65.02181769130014,6.004408566198461,0,2.542993342212239,43,21.7,68.1
20240522,9.59767412612506,76.19216079972927,5.516003207577727,3,4.463508273464714,61,20.5,68.9
20240523,8.307953812045554,61.07343399149913,0.1297546047918931,0,5.252399885235253,32,20.2,67.9
20240524,9.030011569903085,74.43374959977525,6.670363498408702,4,4.156302208190799,34,20.1,75.1
20240525,8.604900901171561,77.59192255169872,7.115111139746324,1,3.32706291626091,31,21.4,62.8
20240526,9.527127002077052,78.6599628544927,5.671668492365219,2,5.896377898775024,25,19.9,74.3
20240527,8.985011370250277,68.63125907319808,4.226048937480532,1,5.186991079132801,25,18.5,63.4
20240528,9.942291484401023,77.17766383638218,5.255803964642246,4,4.617588208048017,15,20.4,54.8
20240529,7.926559188819785,81.98121374576431,8.403428125364606,0,3.5124655127874984,24,21.2,51.6
20240530,9.5308587668045,89.21776503841052,8.410262355164377,1,3.073101531414549,25,20.7,49.1
20240531,8.977781106022833,81.63587277799299,4.457459564684577,1,3.748762891422962,23,20.4,60.0
20240601,9.304224071745834,81.8032764308729,6.094081939724554,1,3.0685574649358403,27,20.7,61.3
20240602,8.410425215255213,56.93129995462456,3.3574024141319043,3,3.654043804609527,20,20.4,51.9
